349,000656,金科股份,7.85
350,002385,大北农,7.85
351,600770,综艺股份,5.74
352,000735,罗牛山,9.54
353,600535,天士力,17.18
354,600811,东方集团,3.70
355,002603,以岭药业,25.78
356,600403,大有能源,3.61
357,000750,国海证券,5.40
358,600200,江苏吴中,5.39
359,000680,山推股份,3.55
360,300182,捷成股份,5.32
361,600415,小商品城,5.26
362,601375,中原证券,5.25
363,600020,中原高速,3.48
364,000166,申万宏源,5.15
365,600873,梅花生物,5.14
366,600123,兰花科创,5.11
367,002400,省广集团,6.66
368,000096,广聚能源,9.98
369,002183,怡亚通,4.95
370,000698,沈阳化工,4.94
371,000761,本钢板材,3.27
372,000652,泰达股份,4.90
373,600783,鲁信创投,16.19
374,600517,国网英大,6.44
375,601718,际华集团,3.20
376,600019,宝钢股份,6.35
377,002194,武汉凡谷,17.36
378,002352,顺丰控股,80.83
379,002236,大华股份,22.95
380,600868,梅雁吉祥,3.05
381,000999,华润三九,27.30
382,600170,上海建工,3.02
383,601699,潞安环能,6.03
384,000826,启迪环境,7.51
385,600578,京能电力,2.99
386,002736,国信证券,13.36
387,600029,南方航空,5.93
388,600674,川投能源,10.25
389,600299,安迪苏,13.16
390,000400,许继电气,14.33
391,601788,光大证券,18.42
392,601989,中国重工,4.22
393,600497,驰宏锌锗,4.17
394,000977,浪潮信息,29.11
395,600737,中粮糖业,8.24
396,000036,华联控股,4.11
397,000429,粤高速A,6.85
398,600649,城投控股,5.41
399,000617,中油资本,6.73
400,600033,福建高速,2.69
401,600000,浦发银行,9.36
402,600643,爱建集团,8.02
403,600660,福耀玻璃,41.24
404,600332,白云山,30.57
405,600834,申通地铁,9.29
406,600997,开滦股份,5.31
407,600317,营口港,2.63
408,601618,中国中冶,2.63
409,600369,西南证券,5.15
410,600016,民生银行,5.13
411,600971,恒源煤电,5.13
412,000875,吉电股份,3.84
413,000063,中兴通讯,35.82
414,601118,海南橡胶,5.10
415,000029,深深房A,8.91
416,000822,山东海化,3.81
417,000539,粤电力A,3.72
418,000503,国新健康,11.13
419,600115,东方航空,4.82
420,600611,大众交通,3.60
421,600177,雅戈尔,7.11
422,002310,东方园林,4.73
423,002839,张家港行,5.87
424,600091,ST明科,2.34
425,601333,广深铁路,2.34
426,002081,金螳螂,10.47
427,002242,九阳股份,36.69
428,600269,赣粤高速,3.44
429,600231,凌钢股份,2.28
430,600104,上汽集团,26.19
431,600704,物产中大,4.55
432,601328,交通银行,4.55
433,600690,海尔智家,28.40
434,600958,东方证券,11.31
435,000708,中信特钢,19.19
436,000507,珠海港,5.60
437,600078,澄星股份,4.47
438,601881,中国银河,12.29
439,601229,上海银行,7.80
440,600548,深高速,8.88
441,600780,通宝能源,3.29
442,300168,万达信息,21.90
443,603858,步长制药,23.98
444,600664,哈药股份,3.25
445,601006,大秦铁路,6.45
446,600628,新世界,8.53
447,000728,国元证券,8.52
448,601288,农业银行,3.18
449,600635,大众公用,4.23
450,600026,中远海能,6.32
451,600325,华发股份,6.32
452,601258,庞大集团,1.05
453,601857,中国石油,4.18
454,603288,海天味业,162.81
455,002252,上海莱士,8.25
456,000930,中粮科技,8.24
457,600518,康美药业,3.09
458,002344,海宁皮城,4.07
459,601717,郑煤机,12.15
460,601002,晋亿实业,5.06
461,601998,中信银行,5.06
462,000571,*ST大洲,3.03
463,000543,皖能电力,4.02
464,002416,爱施德,9.05
465,600028,中国石化,4.02
466,000858,五粮液,265.00
467,601398,工商银行,4.96
468,601216,君正集团,5.89
469,600062,华润双鹤,12.71
470,002001,新和成,31.12
471,000900,现代投资,3.88
472,002153,石基信息,35.80
473,600153,建发股份,8.70
474,000726,鲁泰A,6.74
475,600724,宁波富达,3.84
476,000778,新兴铸管,3.78
477,601169,北京银行,4.72
478,000686,东北证券,9.42
479,000776,广发证券,16.84
480,000541,佛山照明,5.58
481,600436,片仔癀,222.70
482,600023,浙能电力,3.69
483,000027,深圳能源,5.50
484,601985,中国核电,4.57
485,600662,强生控股,8.20
486,600808,马钢股份,2.72
487,000825,太钢不锈,3.60
488,000667,美好置业,3.58
489,600581,八一钢铁,3.56
490,601668,中国建筑,5.25
491,000623,吉林敖东,17.39
492,600027,华电国际,3.47
493,600521,华海药业,32.74
494,600398,海澜之家,6.89
495,600390,五矿资本,6.86
496,600657,信达地产,4.27
497,600919,江苏银行,5.98
498,600875,东方电气,10.24
499,000666,经纬纺机,8.46
500,000089,深圳机场,8.45
501,000767,漳泽电力,2.53
502,601198,东兴证券,12.57
503,600011,华能国际,5.01
504,600348,阳泉煤业,5.01
505,600528,中铁工业,9.15
506,601898,中煤能源,4.14
507,000886,海南高速,4.90
508,600276,恒瑞医药,85.50
509,600900,长江电力,20.36
510,600216,浙江医药,13.81
511,000528,柳工,7.30
512,000550,江铃汽车,20.25
513,300015,爱尔眼科,68.85
514,600601,方正科技,4.00
515,600021,上海电力,7.14
516,600208,新湖中宝,3.16
517,002146,荣盛发展,7.05
518,002831,裕同科技,29.49
519,000402,金融街,6.91
520,601186,中国铁建,8.36
521,601992,金隅集团,3.04
522,001979,招商蛇口,14.43
523,601928,凤凰传媒,6.83
524,002568,百润股份,74.65
525,600239,云南城投,3.01
526,600675,中华企业,3.76
527,600782,新钢股份,4.49
528,600748,上实发展,5.13
529,600498,烽火通信,24.82
530,601088,中国神华,17.48
531,000538,云南白药,97.41
532,600838,上海九百,7.01
533,600030,中信证券,28.71
534,000912,泸天化,4.15
535,601766,中国中车,5.51
536,600340,华夏幸福,13.77
537,000828,东莞控股,8.92
538,600151,航天机电,6.86
539,600050,中国联通,4.78
540,600642,申能股份,5.43
541,002415,海康威视,47.30
542,600188,兖州煤业,9.44
543,000685,中山公用,8.76
544,600688,上海石化,3.36
545,600739,辽宁成大,23.20
546,600886,国投电力,9.27
547,600308,华泰股份,5.28
548,000959,首钢股份,3.93
549,600061,国投资本,14.34
550,002841,视源股份,100.73
551,600863,内蒙华电,2.60
552,601018,宁波港,3.84
553,600585,海螺水泥,54.98
554,000488,晨鸣纸业,5.73
555,002375,亚厦股份,8.90
556,000401,冀东水泥,15.86
557,000069,华侨城A,6.91
558,600705,中航资本,4.38
559,000156,华数传媒,9.34
560,601111,中国国航,7.45
561,000088,盐田港,6.76
562,601608,中信重工,3.67
563,601588,北辰实业,2.44
564,601390,中国中铁,5.48
565,000937,冀中能源,3.65
566,600621,华鑫股份,18.23
567,002653,海思科,20.31
568,600717,天津港,4.76
569,002555,三七互娱,27.05
570,600256,广汇能源,2.93
571,600333,长春燃气,4.65
572,600160,巨化股份,6.94
573,000938,紫光股份,22.46
574,600266,城建发展,5.74
575,002110,三钢闽光,6.87
576,600519,贵州茅台,1705.00
577,000425,徐工机械,5.15
578,601009,南京银行,7.97
579,600839,四川长虹,2.84
580,600015,华夏银行,6.19
581,000061,农产品,6.71
582,002027,分众传媒,9.50
583,601991,大唐发电,2.23
584,600887,伊利股份,38.32
585,600508,上海能源,8.88
586,601211,国泰君安,18.05
587,601098,中南传媒,10.31
588,601155,新城控股,34.32
589,600837,海通证券,13.93
590,600481,双良节能,3.75
591,000895,双汇发展,48.18
592,002051,中工国际,7.45
593,600600,青岛啤酒,84.95
594,600881,亚泰集团,3.17
595,601888,中国中免,192.50
596,600031,三一重工,28.16
597,600233,圆通速递,12.88
598,600809,山西汾酒,250.10
599,601001,大同煤业,5.10
600,300059,东方财富,24.96
601,601878,浙商证券,15.27
602,600089,特变电工,8.12
603,601800,中国交建,7.60
604,600682,南京新百,10.12
605,000983,西山煤电,5.03
606,601808,中海油服,11.35
607,601933,永辉超市,7.89
608,601939,建设银行,6.40
609,600583,海油工程,4.40
610,002493,荣盛石化,23.24
611,000046,泛海控股,3.83
612,000921,海信家电,16.25
613,600606,绿地控股,6.21
614,002044,美年健康,11.92
615,600373,中文传媒,11.44
616,002475,立讯精密,55.87
617,002624,完美世界,28.20
618,600085,同仁堂,27.22
619,000961,中南建设,9.18
620,601168,西部矿业,11.86
621,600282,南钢股份,3.18
622,600018,上港集团,4.45
623,601872,招商轮船,5.70
624,000883,湖北能源,3.93
625,300122,智飞生物,131.94
626,600121,郑州煤电,2.15
627,600220,江苏阳光,2.58
628,000717,韶钢松山,4.72
629,600036,招商银行,42.58
630,600350,山东高速,6.37
631,600190,锦州港,2.97
632,601228,广州港,3.36
633,601318,中国平安,80.34
634,600017,日照港,2.87
635,000002,万科A,29.05
636,600315,上海家化,39.93
637,601611,中国核建,7.27
638,600096,云天化,5.64
639,000671,阳光城,7.21
640,600926,杭州银行,12.79
641,000783,长江证券,8.37
642,300136,信维通信,47.67
643,601688,华泰证券,18.65
644,600740,山西焦化,5.93
645,600132,重庆啤酒,103.86
646,600894,广日股份,8.29
647,600655,豫园股份,9.40
648,600639,浦东金桥,12.77
