八号线,新港东,"113.357010,23.098722",广东省广州市海珠区新港东地铁站
八号线,琶洲,"113.368879,23.098397",广东省广州市海珠区琶洲地铁站
八号线,万胜围,"113.383904,23.098037",广东省广州市海珠区万胜围地铁站
广佛线,新城东,"113.559545,22.759620",广东省广州市南沙区新城
广佛线,东平,"113.309138,23.248353",广东省广州市白云区东平
广佛线,世纪莲,"113.213584,23.380105",广东省广州市花都区地铁站
广佛线,澜石,"113.283451,23.211301",广东省广州市白云区地铁站
广佛线,魁奇路,"113.276905,23.139424",广东省广州市越秀区地铁站
广佛线,季华园,"113.327132,23.159980",广东省广州市天河区地铁站
广佛线,同济路,"113.325987,23.196998",广东省广州市白云区同和地铁站
广佛线,祖庙,"113.280570,23.082231",广东省广州市海珠区江泰路地铁站
广佛线,普君北路,"113.270268,23.118730",广东省广州市越秀区地铁站
广佛线,朝安,"113.238056,23.137381",广东省广州市荔湾区地铁站
广佛线,桂城,"113.239856,23.110524",广东省广州市荔湾区地铁站
广佛线,南桂路,"113.280570,23.082231",广东省广州市海珠区江泰路地铁站
广佛线,虫雷 岗,"113.269700,23.086027",广东省广州市海珠区地铁站
广佛线,千灯湖,"113.280570,23.082231",广东省广州市海珠区江泰路地铁站
广佛线,金融高新区,"113.313499,23.151661",广东省广州市天河区地铁站
广佛线,龙溪,"113.192391,23.066029",广东省广州市荔湾区龙溪地铁站
广佛线,菊树,"113.212863,23.065868",广东省广州市荔湾区菊树地铁站
广佛线,西朗,"113.231978,23.065437",广东省广州市荔湾区西朗地铁站
广佛线,鹤洞,"113.240153,23.072495",广东省广州市荔湾区鹤洞地铁站
广佛线,沙涌,"113.247092,23.083973",广东省广州市荔湾区沙涌地铁站
广佛线,沙园,"113.259726,23.089011",广东省广州市海珠区沙园地铁站
广佛线,燕岗,"113.271988,23.075142",广东省广州市海珠区燕岗地铁站
APM,广州塔,"113.323618,23.106375",广东省广州市海珠区广州塔地铁站
APM,海心沙,"113.314249,23.119843",广东省广州市越秀区地铁站
APM,大剧院,"113.324460,23.116138",广东省广州市天河区大剧院地铁站
APM,花城大道,"113.324718,23.119223",广东省广州市天河区花城大道地铁站
APM,妇儿中心,"113.324558,23.122553",广东省广州市天河区妇儿中心地铁站
APM,黄埔大道,"113.324490,23.127054",广东省广州市天河区黄埔大道地铁站
APM,天河南,"113.324479,23.131384",广东省广州市天河区天河南地铁站
APM,体育中心南,"113.324309,23.134281",广东省广州市天河区体育中心南地铁站
APM,林和西,"113.323947,23.141525",广东省广州市天河区林和西地铁站
九号线,飞鹅岭,"113.471832,22.976455",广东省广州市番禺区飞鹅岭
九号线,花都汽车城,"113.180249,23.379957",广东省广州市花都区花都汽车城地铁站
九号线,广州北站,"113.204609,23.376170",广东省广州市花都区广州北站地铁站
九号线,花城路,"113.213584,23.380105",广东省广州市花都区地铁站
九号线,花果山公园,"113.218350,23.387476",广东省广州市花都区花果山公园地铁站
九号线,花都广场,"113.222830,23.401329",广东省广州市花都区花都广场地铁站
九号线,马鞍山公园,"113.238054,23.399074",广东省广州市花都区马鞍山公园地铁站
九号线,莲塘,"113.213584,23.380105",广东省广州市花都区地铁站
九号线,清㘵,"113.280570,23.082231",广东省广州市海珠区江泰路地铁站
九号线,清塘,"113.262626,23.372282",广东省广州市花都区清塘地铁站
九号线,高增,"113.295504,23.355162",广东省广州市白云区高增地铁站
十三号线,鱼珠,"113.433266,23.101103",广东省广州市黄埔区鱼珠地铁站
十三号线,裕丰围,"113.454626,23.097206",广东省广州市黄埔区裕丰围
十三号线,双岗,"113.475788,23.093990",广东省广州市黄埔区双岗地铁站
十三号线,南海神庙,"113.497526,23.083857",广东省广州市黄埔区南海神庙
十三号线,夏园,"113.518977,23.083038",广东省广州市黄埔区夏园地铁站
十三号线,南岗,"113.365641,23.015962",广东省广州市番禺区番禺区员岗地铁站
十三号线,沙村,"113.563421,23.114920",广东省广州市增城区沙村
十三号线,白江,"113.595312,23.122146",广东省广州市增城区白江地铁站
十三号线,新塘,"113.605406,23.132084",广东省广州市增城区新塘地铁站
十三号线,官湖,"113.634045,23.137286",广东省广州市增城区官湖地铁站
十三号线,新沙,"113.253439,22.988047",广东省广州市番禺区新沙
十四号线,新和,"113.468007,23.414598",广东省广州市白云区新和地铁站
十四号线,红卫,"113.330297,23.081578",广东省广州市海珠区红卫
十四号线,新南,"113.389561,23.115930",广东省广州市天河区车碑南地铁站
十四号线,枫下,"113.508182,23.363585",广东省广州市黄埔区枫下地铁站
十四号线,知识城,"113.524304,23.350036",广东省广州市黄埔区知识城地铁站
十四号线,何棠下,"113.541580,23.339873",广东省广州市黄埔区何棠下村
十四号线,旺村,"113.552212,23.322472",广东省广州市黄埔区旺村地铁站
十四号线,汤村,"113.566130,23.304730",广东省广州市黄埔区汤村
十四号线,镇龙北,"113.298178,23.222382",广东省广州市白云区白云大道北地铁站
十四号线,镇龙,"113.295995,23.335224",广东省广州市白云区人和地铁站
